node_id,name,food_group,primary_category,is_vegetarian,is_vegan,cuisine_region,nova_level,is_gluten_free,is_crustacean_free,is_egg_free,is_fish_free,is_peanut_free,is_soy_free,is_lactose_free,is_nut_free,is_celery_free,is_mustard_free,is_sesame_free,is_sulfite_free,is_lupin_free,is_mollusc_free
451,cream_of_mushroom_soup,Pantry,Pantry,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,False,True,False,True,True,False,True,True
452,cream_of_rice,Grain,Grain,True,True,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
453,cream_of_tartar,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
454,cream_of_wheat,Grain,Grain,True,True,universal,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
455,cream_soda,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
456,creme_anglaise,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,False,True,True,True,False,True,True,True,True,True,True,True
457,creme_de_cacao,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
458,creme_de_cassis,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
459,creme_de_menthe,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
460,creme_de_violette,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
461,creme_fraiche,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
462,creole_sauce,Pantry,Pantry,True,True,Western_Atlantic,3.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
463,creole_seasoning,Spice,Spice,True,True,Western_Atlantic,3.0,True,True,True,True,True,True,True,True,False,False,True,True,True,True
464,crepe,Grain,Grain,True,True,Mediterranean,3.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True
465,crescent_roll,Grain,Grain,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True
466,crispbread,Grain,Grain,True,True,Western_Atlantic,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
467,croissant,Grain,Grain,True,True,Mediterranean,4.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True
468,crosnes,Pantry,Pantry,True,True,Japanese,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
469,crouton,Grain,Grain,True,True,universal,4.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True
470,crumb_crust,Pantry,Pantry,True,True,Western_Atlantic,,False,True,True,True,True,True,False,True,True,True,True,True,True,True
471,crumpet,Grain,Grain,True,True,Western_Atlantic,3.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True
472,cubanelle_pepper,Vegetable,Vegetable,True,True,Latin_American,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
473,cucumber,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
474,cudweed,Herb,Herb,True,True,East_Asian;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
475,culantro,Herb,Herb,True,True,Latin_American;Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
476,cumin,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
477,curd,Dairy,Dairy,True,False,South_Asian,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
478,cured_chicken,Meat,Meat,False,False,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
479,cured_duck,Meat,Meat,False,False,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
480,cured_fish,Fish,Fish,False,False,universal,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
481,curing_salt,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
482,curry,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
483,curry_leaf,Herb,Herb,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
484,curry_paste,Pantry,Pantry,True,True,Southeast_Asian,4.0,True,False,True,False,True,True,True,True,True,True,True,True,True,True
485,curry_powder,Spice,Spice,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
486,custard,Sweet,Sweet,True,True,universal,3.0,True,True,False,True,True,True,False,True,True,True,True,True,True,True
487,custard_powder,Pantry,Pantry,True,True,Western_Atlantic,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
488,cynar,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
489,dace,Fish,Fish,False,False,East_Asian,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
490,daikon,Vegetable,Vegetable,True,True,Japanese;East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
491,damson,Pantry,Pantry,True,True,Western_Atlantic,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
492,dandelion,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
493,dango,Pantry,Pantry,True,True,Japanese,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
494,dark_soy_sauce,Pantry,Pantry,True,True,East_Asian;Southeast_Asian,4.0,False,True,True,True,True,False,True,True,True,True,True,True,True,True
495,dashi,Pantry,Pantry,True,True,Japanese,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
496,date,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
497,daylily_flower,Pantry,Pantry,True,True,East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
498,deer_mushroom,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
499,demi_glace,Pantry,Pantry,True,True,Mediterranean,3.0,False,True,True,True,True,True,False,True,False,True,True,True,True,True
500,denbu,Fish,Fish,False,False,Japanese,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
501,dextrose,Sweet,Sweet,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
502,digestive_biscuit,Sweet,Sweet,True,True,Western_Atlantic,4.0,False,True,True,True,True,False,False,True,True,True,True,True,True,True
503,dijonnaise,Pantry,Pantry,True,True,Mediterranean,4.0,True,True,False,True,True,True,True,True,True,False,True,True,True,True
504,dill,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
505,doenjang,Pantry,Pantry,True,True,East_Asian,3.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
506,donburi_sauce,Pantry,Pantry,True,True,Japanese,,False,True,True,False,True,False,True,True,True,True,True,True,True,True
507,dong_leaf,Pantry,Pantry,True,True,Southeast_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
508,donkey_meat,Meat,Meat,False,False,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
509,dory,Pantry,Pantry,True,True,universal,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
510,doubanjiang,Pantry,Pantry,True,True,East_Asian,3.0,False,True,True,True,True,False,True,True,True,True,True,True,True,True
511,dough,Grain,Grain,True,True,universal,2.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
512,dough_improver,Pantry,Pantry,True,True,universal,4.0,False,True,False,True,True,False,False,True,True,True,True,False,True,True
513,doughnut,Grain,Grain,True,True,universal,4.0,False,True,False,True,False,False,False,False,True,True,True,True,True,True
514,dragon_fruit,Fruit,Fruit,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
515,dragon_whisker_vegetable,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
516,drambuie,Beverage,Beverage,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
517,dried_ganba_mushroom,Pantry,Pantry,True,True,East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
518,dried_lily_bud,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
519,dried_orchid_flower,Herb,Herb,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
520,dried_oyster,Seafood,Seafood,False,False,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
521,dried_scallop,Seafood,Seafood,False,False,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
522,dried_shrimp,Seafood,Seafood,False,False,East_Asian;Southeast_Asian;Latin_American,1.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True
523,dried_tangerine_peel,Spice,Spice,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
524,dried_tofu,Legume,Legume,True,True,East_Asian,3.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
525,dried_vegetable,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
526,dry_pot_sauce,Pantry,Pantry,True,True,East_Asian,4.0,False,True,False,True,True,False,False,True,False,False,False,False,True,True
527,dubonnet,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
528,duck,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
529,duck_egg,Dairy,Dairy,True,False,East_Asian;Southeast_Asian,1.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
530,duck_fat,Fat/Oil,Fat/Oil,True,True,Mediterranean,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
531,duck_sauce,Pantry,Pantry,True,True,East_Asian,4.0,False,True,True,True,True,False,True,True,True,True,True,False,True,True
532,duck_stock,Meat,Meat,False,False,universal,3.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
533,dukkah,Spice,Spice,True,True,Mediterranean,3.0,True,True,True,True,True,True,True,False,True,True,False,True,True,True
534,dulce_de_leche,Dairy,Dairy,True,False,Latin_American,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
535,dumpling,Grain,Grain,True,True,universal,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
536,dumpling_wrapper,Grain,Grain,True,True,East_Asian,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
537,durian,Fruit,Fruit,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
538,earl_grey_tea,Beverage,Beverage,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
539,edam_cheese,Dairy,Dairy,True,False,universal,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
540,edamame,Legume,Legume,True,True,Japanese,1.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
541,edible_flower,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
542,edible_gold_leaf,Pantry,Pantry,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
543,eel,Fish,Fish,False,False,Japanese;East_Asian,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
544,egg,Dairy,Dairy,True,False,universal,1.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
545,egg_noodle,Grain,Grain,True,True,universal,3.0,False,True,False,True,True,True,True,True,True,True,True,True,True,True
546,egg_roll,Grain,Grain,True,True,East_Asian,4.0,False,True,False,True,True,True,True,True,True,True,True,True,True,True
547,egg_roll_wrapper,Grain,Grain,True,True,East_Asian,3.0,False,True,False,True,True,True,True,True,True,True,True,True,True,True
548,egg_substitute,Dairy,Dairy,True,False,universal,4.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True
549,egg_tofu,Legume,Legume,True,True,East_Asian;Japanese,3.0,True,True,False,True,True,False,True,True,True,True,True,True,True,True
550,egg_white,Dairy,Dairy,True,False,universal,1.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
551,egg_yolk,Dairy,Dairy,True,False,universal,1.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
552,eggnog,Dairy,Dairy,True,False,Western_Atlantic,3.0,True,True,False,True,True,True,False,True,True,True,True,True,True,True
553,eggplant,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
554,einkorn,Pantry,Pantry,True,True,universal,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
555,elderberry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
556,elderflower,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
557,elderflower_liqueur,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
558,emmental_cheese,Dairy,Dairy,True,False,universal,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
559,empanada_shell,Pantry,Pantry,True,True,Latin_American,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
560,enchilada_sauce,Pantry,Pantry,True,True,Latin_American,4.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
561,endive,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
562,english_muffin,Grain,Grain,True,True,Western_Atlantic,4.0,False,True,False,True,True,False,False,True,True,True,True,True,True,True
563,enoki_mushroom,Vegetable,Vegetable,True,True,East_Asian;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
564,epazote,Herb,Herb,True,True,Latin_American,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
565,epiphyllum_flower,Pantry,Pantry,True,True,East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
566,er_cai,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True
567,erythritol,Sweet,Sweet,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
568,escarole,Vegetable,Vegetable,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
569,espelette_pepper,Spice,Spice,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
570,evaporated_milk,Dairy,Dairy,True,False,universal,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
571,ezine_cheese,Pantry,Pantry,True,True,Mediterranean,,True,True,True,True,True,True,False,True,True,True,True,True,True,True
572,fajita_seasoning,Spice,Spice,True,True,Latin_American;Western_Atlantic,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
573,falafel,Legume,Legume,True,True,Mediterranean,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
574,falernum,Beverage,Beverage,True,True,Latin_American,4.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
575,farina,Grain,Grain,True,True,universal,2.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
576,farmer_cheese,Pantry,Pantry,True,True,Eastern_European,,True,True,True,True,True,True,False,True,True,True,True,True,True,True
577,farro,Grain,Grain,True,True,Mediterranean,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
578,fava_bean,Legume,Legume,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
579,feijoa,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
580,fennel,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
581,fennel_pollen,Spice,Spice,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
582,fennel_seed,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
583,fenugreek_leaf,Herb,Herb,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
584,fenugreek_seed,Spice,Spice,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
585,fermentation_starter_cake,Pantry,Pantry,True,True,East_Asian,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
586,fermented_black_bean,Legume,Legume,True,True,East_Asian,3.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
587,fermented_chive_flower_paste,Pantry,Pantry,True,True,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
588,fermented_fish,Pantry,Pantry,True,True,Southeast_Asian,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
589,fermented_glutinous_rice,Grain,Grain,True,True,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
590,fermented_tofu,Legume,Legume,True,True,East_Asian,3.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
591,fermented_vegetable_brine,Pantry,Pantry,True,True,Eastern_European,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
592,fern,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
593,feta_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
594,fiddlehead_fern,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
595,fideo,Pantry,Pantry,True,True,Latin_American;Mediterranean,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
596,fig,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
597,file_powder,Spice,Spice,True,True,Western_Atlantic,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
598,filefish,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
599,fines_herbes,Herb,Herb,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
600,fish,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
601,fish_ball,Fish,Fish,False,False,East_Asian;Southeast_Asian,3.0,False,True,False,False,True,True,True,True,True,True,True,True,True,True
602,fish_cake,Fish,Fish,False,False,East_Asian;Japanese;Southeast_Asian,3.0,False,True,False,False,True,True,False,True,False,False,True,True,True,True
603,fish_floss,Fish,Fish,False,False,East_Asian;Southeast_Asian,3.0,False,True,True,False,True,False,True,True,True,True,True,False,True,True
604,fish_maw,Fish,Fish,False,False,East_Asian,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
605,fish_mint,Herb,Herb,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
606,fish_noodle,Fish,Fish,False,False,Southeast_Asian,3.0,False,True,True,False,True,True,True,True,True,True,True,True,True,True
607,fish_oil,Fat/Oil,Fat/Oil,True,True,universal,2.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
608,fish_paste,Fish,Fish,False,False,Southeast_Asian;East_Asian,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
609,fish_roe,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
610,fish_sauce,Pantry,Pantry,True,True,Southeast_Asian;East_Asian,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
611,fish_sausage,Fish,Fish,False,False,Japanese;East_Asian,4.0,False,True,False,False,True,False,False,True,False,False,True,False,True,True
612,fish_skin,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
613,fish_stock,Pantry,Pantry,True,True,universal,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
614,fish_tofu,Fish,Fish,False,False,East_Asian,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
615,five_grain_powder,Grain,Grain,True,True,East_Asian,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
616,five_spice_powder,Spice,Spice,True,True,East_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
617,five_willow_vegetable,Pantry,Pantry,True,True,East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
618,flageolet_bean,Legume,Legume,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
619,flatbread,Grain,Grain,True,True,universal,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
620,flattened_young_rice,Pantry,Pantry,True,True,Southeast_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
621,flaxseed,Nut/Seed,Nut/Seed,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
622,flaxseed_oil,Fat/Oil,Fat/Oil,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
623,flounder,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
624,flour,Grain,Grain,True,True,universal,2.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
625,flour_tortilla,Grain,Grain,True,True,Latin_American,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
626,foie_gras,Meat,Meat,False,False,Mediterranean,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
627,fondant,Sweet,Sweet,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
628,fontina_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
629,food_coloring,Pantry,Pantry,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
630,fox_nut,Nut/Seed,Nut/Seed,True,True,South_Asian;East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
631,frangipane,Sweet,Sweet,True,True,Mediterranean,4.0,True,True,False,True,True,True,False,False,True,True,True,True,True,True
632,freekeh,Grain,Grain,True,True,Mediterranean,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
633,french_dressing,Pantry,Pantry,True,True,Western_Atlantic,4.0,True,True,True,True,True,False,True,True,True,False,True,True,True,True
634,fresno_pepper,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
635,fried_bread,Grain,Grain,True,True,universal,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
636,fried_dough_twist,Grain,Grain,True,True,East_Asian,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
637,fried_gluten_ball,Legume,Legume,True,True,East_Asian,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
638,fried_puffed_cracker,Pantry,Pantry,True,True,South_Asian,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
639,fried_tofu_puff,Pantry,Pantry,True,True,East_Asian;Southeast_Asian,,True,True,True,True,True,False,True,True,True,True,True,True,True,True
640,frisee,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
641,frog_leg,Pantry,Pantry,True,True,Mediterranean;Southeast_Asian;East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
642,fromage_blanc,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
643,frosting,Sweet,Sweet,True,True,universal,4.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
644,frozen_yogurt,Dairy,Dairy,True,False,universal,4.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
645,fructose,Sweet,Sweet,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
646,fruit,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
647,fruit_cocktail,Fruit,Fruit,True,True,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
648,fruit_juice,Beverage,Beverage,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
649,fruit_preserves,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
650,fruit_puree,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
651,fruit_tea,Beverage,Beverage,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
652,fruit_vinegar,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
653,fruitcake,Sweet,Sweet,True,True,universal,4.0,False,True,False,True,True,True,False,False,True,True,True,False,True,True
654,fry_sauce,Pantry,Pantry,True,True,Western_Atlantic,4.0,True,True,False,True,True,False,True,True,True,False,True,True,True,True
655,fudge,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,False,True,True,True,True,True,True,True
656,furikake,Spice,Spice,True,True,Japanese,4.0,False,True,True,False,True,False,True,True,True,True,False,True,True,True
657,fuzzy_melon,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
658,gac_fruit,Pantry,Pantry,True,True,Southeast_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
659,galangal,Spice,Spice,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
660,galette,Grain,Grain,True,True,Mediterranean,3.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True
661,galliano,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
662,game_meat,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
663,game_stock,Pantry,Pantry,True,True,universal,3.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
664,gammon,Meat,Meat,False,False,Western_Atlantic,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
665,ganache,Sweet,Sweet,True,True,universal,4.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True
666,garam_masala,Spice,Spice,True,True,South_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
667,gardenia_flower,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
668,gardenia_fruit,Pantry,Pantry,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
669,garland_chrysanthemum,Pantry,Pantry,True,True,East_Asian;Japanese,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
670,garlic,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
671,garlic_chive,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
672,garlic_scape,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
673,gelatin,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
674,geoduck,Seafood,Seafood,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
675,geranium,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
676,ghee,Fat/Oil,Fat/Oil,True,True,South_Asian,2.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
677,ghost_pepper,Spice,Spice,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
678,giardiniera,Vegetable,Vegetable,True,True,Mediterranean,3.0,True,True,True,True,True,True,True,True,False,False,True,True,True,True
679,gin,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
680,ginger,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
681,ginger_ale,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
682,ginger_beer,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
